1	100001	5
1	100002	3
1	100003	4
1	100004	3
1	100005	3
1	100007	4
1	100008	1
1	100009	5
1	1000011	2
1	1000013	5
1	1000015	5
1	1000016	5
1	1000018	4
1	1000019	5
1	1000021	1
1	1000022	4
1	1000025	4
1	1000026	3
1	1000028	4
1	1000029	1
1	1000030	3
1	1000032	5
1	1000034	2
1	1000035	1
1	1000037	2
1	1000038	3
1	1000040	3
1	1000041	2
1	1000042	5
1	1000043	4
1	1000045	5
1	1000046	4
1	1000048	5
1	1000050	5
1	1000052	4
1	1000055	5
1	1000057	5
1	1000058	4
1	1000059	5
1	1000063	2
1	1000066	4
1	1000068	4
1	1000071	3
1	1000075	4
1	1000077	4
1	1000079	4
1	1000083	3
1	1000087	5
1	1000088	4
1	1000089	5
1	1000093	5
1	1000094	2
1	1000095	4
1	1000099	3
1	10000101	2
1	10000105	2
1	10000106	4
1	10000109	5
1	10000110	1
1	10000111	5
1	10000115	5
1	10000116	3
1	10000119	5
1	10000122	3
1	10000123	4
1	10000124	5
1	10000126	2
1	10000127	5
1	10000131	1
1	10000133	4
1	10000135	4
1	10000136	3
1	10000137	5
1	10000138	1
1	10000139	3
1	10000141	3
1	10000142	2
1	10000144	4
1	10000146	4
1	10000147	3
1	10000149	2
1	10000152	5
1	10000153	3
1	10000156	4
1	10000158	3
1	10000162	4
1	10000165	5
1	10000166	5
1	10000167	2
1	10000168	5
1	10000169	5
1	10000172	5
1	10000173	5
1	10000176	5
1	10000178	5
1	10000179	3
1	10000181	5
1	10000182	4
1	10000187	4
1	10000191	5
1	10000192	4
1	10000194	4
1	10000195	5
1	10000197	5
1	10000198	5
1	10000199	4
1	10000203	4
1	10000204	5
1	10000205	3
1	10000207	5
1	10000211	3
1	10000216	5
1	10000217	3
1	10000220	3
1	10000223	5
1	10000231	1
1	10000234	4
1	10000237	2
1	10000238	4
1	10000239	4
1	10000240	3
1	10000244	2
1	10000245	2
1	10000246	5
1	10000247	1
1	10000249	4
1	10000251	4
1	10000256	4
1	10000257	4
1	10000261	1
1	10000263	1
1	10000268	5
1	10000269	5
1	10000270	5
1	10000271	2
2	100001	4
2	1000010	2
2	1000014	4
2	1000025	4
2	10000100	5
2	10000111	4
2	10000127	5
2	10000237	4
2	10000242	5
2	10000255	4
2	10000258	3
2	10000269	4
2	10000272	5
2	10000273	4
2	10000274	3
2	10000275	5
2	10000276	4
2	10000277	4
2	10000278	3
2	10000282	4
2	10000283	5
2	10000284	4
2	10000285	5
2	10000286	4
2	10000287	3
2	10000288	3
2	10000289	3
2	10000291	3
2	10000293	4
2	10000294	1
2	10000295	4
2	10000296	3
2	10000300	4
2	10000302	5
2	10000304	4
2	10000305	3
2	10000306	4
2	10000309	1
2	10000310	4
2	10000311	5
3	10000181	4
3	10000258	2
3	10000260	4
3	10000268	3
3	10000271	3
3	10000288	2
3	10000302	2
3	10000303	3
3	10000317	2
3	10000319	2
3	10000320	5
3	10000321	5
3	10000322	3
3	10000325	1
3	10000326	2
3	10000329	4
3	10000333	2
3	10000336	1
3	10000338	2
3	10000339	3
3	10000340	5
3	10000342	4
3	10000344	4
3	10000346	5
3	10000347	5
3	10000352	2
3	10000353	1
3	10000355	3
4	1000011	4
4	10000210	3
4	10000258	5
4	10000271	4
4	10000300	5
4	10000301	5
4	10000324	5
4	10000327	5
4	10000328	3
4	10000329	5
4	10000358	2
4	10000359	5
4	10000360	5
4	10000362	5
5	1000021	3
5	1000025	3
5	1000029	4
5	1000050	4
5	1000063	1
5	1000066	1
5	1000070	4
5	1000095	4
5	1000099	3
5	10000101	5
5	10000105	3
5	10000121	4
5	10000135	4
5	10000145	1
5	10000151	3
5	10000162	1
5	10000163	5
5	10000168	3
5	10000169	5
5	10000172	5
5	10000174	5
5	10000181	5
5	10000183	4
5	10000186	5
5	10000189	5
5	10000194	4
5	10000200	2
5	10000204	4
5	10000208	4
5	10000210	3
5	10000216	1
5	10000226	3
5	10000228	5
5	10000229	2
5	10000233	4
5	10000235	4
5	10000239	4
5	10000250	3
5	10000257	5
5	10000365	1
5	10000366	3
5	10000367	3
5	10000368	1
5	10000371	1
5	10000373	3
5	10000374	3
5	10000375	3
5	10000378	1
5	10000380	3
5	10000381	1
5	10000383	3
5	10000386	2
5	10000387	3
5	10000390	5
5	10000392	2
5	10000395	2
5	10000396	5
5	10000398	2
5	10000399	3
5	10000401	5
5	10000404	2
5	10000405	3
5	10000406	1
5	10000408	5
5	10000409	2
5	10000412	3
5	10000414	3
5	10000415	1
5	10000416	1
5	10000419	3
5	10000420	3
5	10000425	2
5	10000427	3
5	10000430	5
5	10000431	3
5	10000432	4
5	10000434	5
5	10000437	1
5	10000438	1
5	10000440	1
5	10000442	1
5	10000443	4
5	10000446	4
5	10000447	3
5	10000448	2
5	10000449	2
5	10000450	1
5	10000451	1
5	10000452	1
5	10000455	4
5	10000456	1
6	100001	4
6	100007	2
6	100008	4
6	100009	4
6	1000012	4
6	1000013	2
6	1000021	3
6	1000022	3
6	1000047	3
6	1000050	4
6	1000064	4
6	1000071	4
6	1000079	3
6	1000089	4
6	10000111	2
6	10000127	5
6	10000132	5
6	10000137	5
6	10000153	4
6	10000165	5
6	10000166	4
6	10000168	4
6	10000169	4
6	10000170	4
6	10000173	5
6	10000174	4
6	10000177	4
6	10000178	4
6	10000182	4
6	10000185	5
6	10000186	4
6	10000191	4
6	10000192	4
6	10000194	4
6	10000200	3
6	10000202	3
6	10000203	3
6	10000216	5
6	10000223	4
6	10000237	2
6	10000242	4
6	10000246	3
6	10000257	2
6	10000259	1
6	10000261	3
6	10000268	3
6	10000272	4
6	10000274	4
6	10000285	3
6	10000293	3
6	10000298	3
6	10000302	4
6	10000303	3
6	10000306	4
6	10000308	3
6	10000309	2
6	10000310	2
6	10000317	3
6	10000321	3
6	10000340	2
6	10000367	2
6	10000405	1
6	10000408	4
6	10000410	4
6	10000419	4
6	10000425	3
6	10000427	4
6	10000435	4
6	10000460	2
6	10000461	4
6	10000462	5
6	10000464	2
6	10000465	1
6	10000468	3
6	10000472	1
6	10000473	2
6	10000474	5
6	10000482	4
6	10000485	5
6	10000489	5
6	10000490	5
6	10000491	4
6	10000493	5
6	10000494	4
6	10000495	4
6	10000496	4
6	10000497	4
6	10000501	5
6	10000502	4
6	10000503	3
6	10000504	3
6	10000505	4
6	10000507	4
6	10000510	4
6	10000512	4
6	10000514	5
6	10000516	4
6	10000519	5
6	10000520	4
6	10000522	5
6	10000527	4
6	10000529	4
6	10000530	4
6	10000531	4
6	10000533	4
6	10000535	2
6	10000536	4
6	10000537	4
6	10000538	2
6	10000539	2
7	100004	5
7	100009	5
7	1000011	3
7	1000012	5
7	1000023	3
7	1000025	3
7	1000027	4
7	1000029	3
7	1000031	4
7	1000039	5
7	1000047	5
7	1000050	5
7	1000051	2
7	1000052	4
7	1000056	5
7	1000062	3
7	1000064	5
7	1000068	4
7	1000069	5
7	1000070	1
7	1000071	5
7	1000073	3
7	1000077	5
7	1000080	4
7	1000086	4
7	1000091	3
7	1000096	5
7	1000097	5
7	1000098	4
7	1000099	5
7	10000100	5
7	10000125	4
7	10000132	5
7	10000134	4
7	10000135	5
7	10000140	5
7	10000141	5
7	10000143	3
7	10000144	5
7	10000145	1
7	10000152	4
7	10000157	5
7	10000164	5
7	10000173	5
7	10000175	5
7	10000178	4
7	10000179	5
7	10000180	5
7	10000186	4
7	10000187	4
7	10000192	4
7	10000194	5
7	10000197	4
7	10000198	3
7	10000199	5
7	10000201	2
7	10000202	3
7	10000204	5
7	10000211	5
7	10000213	3
7	10000214	5
7	10000215	4
7	10000216	4
7	10000217	4
7	10000219	1
7	10000229	3
7	10000230	3
7	10000231	3
7	10000234	5
7	10000237	5
7	10000238	5
7	10000258	4
7	10000265	5
7	10000275	4
7	10000286	4
7	10000294	1
7	10000309	3
7	10000317	4
7	10000318	5
7	10000324	1
7	10000341	3
7	10000356	4
7	10000357	5
7	10000365	4
7	10000367	5
7	10000379	4
7	10000380	4
7	10000384	3
7	10000386	4
7	10000387	3
7	10000391	3
7	10000402	5
7	10000403	4
7	10000405	3
7	10000415	2
7	10000416	5
7	10000417	3
7	10000419	3
7	10000421	3
7	10000427	5
7	10000429	5
7	10000433	5
7	10000434	4
7	10000436	5
7	10000440	1
7	10000441	2
7	10000443	5
7	10000444	5
7	10000446	2
7	10000447	5
7	10000449	3
7	10000452	5
7	10000463	4
7	10000465	4
7	10000470	3
7	10000474	5
7	10000487	3
7	10000488	4
7	10000499	4
7	10000502	5
7	10000503	4
7	10000506	5
7	10000507	5
7	10000509	5
7	10000510	5
7	10000513	4
7	10000521	5
7	10000523	4
7	10000527	5
7	10000529	2
7	10000540	3
7	10000544	3
7	10000545	2
7	10000546	4
7	10000547	3
7	10000549	4
7	10000551	1
7	10000552	4
7	10000556	3
7	10000557	4
7	10000558	4
7	10000561	4
7	10000565	4
7	10000566	4
7	10000568	5
7	10000569	4
7	10000571	3
7	10000572	3
7	10000573	5
7	10000574	5
7	10000575	3
7	10000577	2
7	10000578	3
7	10000583	2
7	10000584	4
7	10000585	4
7	10000586	3
7	10000588	4
7	10000590	2
7	10000591	3
7	10000592	5
7	10000593	5
7	10000594	3
7	10000595	2
7	10000596	5
7	10000597	3
7	10000598	3
7	10000600	4
7	10000601	5
7	10000602	3
7	10000603	4
7	10000605	4
7	10000606	3
7	10000607	3
7	10000609	3
7	10000610	5
7	10000611	3
7	10000612	5
7	10000613	4
7	10000615	4
7	10000616	4
7	10000617	5
7	10000620	4
7	10000625	3
7	10000628	3
7	10000629	3
7	10000631	4
7	10000632	5
7	10000634	5
7	10000635	3
7	10000638	4
7	10000639	5
7	10000640	3
7	10000641	5
7	10000646	5
7	10000649	5
7	10000651	5
7	10000652	3
7	10000655	5
7	10000656	3
7	10000660	5
7	10000663	5
7	10000664	3
7	10000665	4
7	10000666	4
7	10000668	4
7	10000670	5
7	10000671	5
7	10000672	1
7	10000677	3
7	10000678	3
7	10000679	5
7	10000682	2
8	1000011	3
8	1000055	5
8	1000082	5
8	1000096	3
8	10000174	5
8	10000177	4
8	10000181	4
8	10000187	4
8	10000195	5
8	10000222	5
8	10000227	4
8	10000228	5
8	10000229	5
8	10000233	4
8	10000241	4
8	10000243	2
8	10000259	1
8	10000260	3
8	10000273	3
8	10000336	3
8	10000341	2
8	10000358	2
8	10000403	4
8	10000431	2
8	10000435	5
8	10000510	4
8	10000518	4
8	10000566	3
8	10000684	4
8	10000688	1
9	100007	4
9	1000050	5
9	10000201	5
9	10000242	4
9	10000276	4
9	10000294	4
9	10000371	5
9	10000385	5
9	10000402	4
9	10000483	5
9	10000615	4
9	10000690	1
10	100009	4
10	1000011	4
10	1000012	5
10	1000023	5
10	1000032	4
10	1000033	4
10	1000040	4
10	1000050	5
10	1000059	4
10	1000060	3
10	1000069	4
10	1000070	4
10	1000082	4
10	1000085	4
10	1000093	4
10	10000116	4
10	10000129	4
10	10000134	5
10	10000137	4
10	10000153	4
10	10000157	5
10	10000161	4
10	10000162	4
10	10000170	4
10	10000174	4
10	10000178	5
10	10000179	5
10	10000180	5
10	10000182	5
10	10000185	5
10	10000192	4
10	10000197	5
10	10000198	3
10	10000205	5
10	10000211	5
10	10000216	4
10	10000221	4
10	10000230	4
10	10000238	4
10	10000245	4
10	10000273	4
10	10000274	4
10	10000276	4
10	10000286	4
10	10000302	4
10	10000319	3
10	10000333	4
10	10000334	4
10	10000357	5
10	10000404	4
10	10000414	4
10	10000430	3
10	10000432	4
10	10000462	3
10	10000467	4
10	10000470	4
10	10000478	5
10	10000479	5
10	10000480	5
10	10000482	4
10	10000484	5
10	10000499	4
10	10000502	4
10	10000510	5
10	10000511	4
10	10000513	4
10	10000518	4
10	10000525	5
10	10000527	4
10	10000529	3
10	10000530	4
10	10000531	5
10	10000582	4
10	10000589	5
10	10000602	5
10	10000604	4
10	10000606	5
